2.0,50.0,12500.0,98.0,1,1.0,2.0,4.0,8.0,16.0,32.0,64.0,2.0,1.0,-2.4492935982947064E-16,1.0,-4.898587196589413E-16,1.0,-7.347880794884119E-16,1.0,50.0,2500.0,125000.0,6250000.0,3.125E8,1.5625E10,50.0,1.0,9.82193361864236E-16,1.0,1.964386723728472E-15,1.0,-2.54751293448113E-14,1.0,12500.0,1.5625E8,1.953125E12,2.44140625E16,3.0517578125E20,3.814697265625E24,12500.0,1.0,-4.245081749537774E-12,1.0,-8.490163499075548E-12,1.0,-5.459287634429897E-12,1.0,98.0,9604.0,941192.0,9.2236816E7,9.039207968E9,8.85842380864E11,98.0,1.0,-3.331782070444707E-14,1.0,-6.663564140889414E-14,1.0,1.3733375608274829E-14
0.0,13.0,3250.0,28.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,169.0,2197.0,28561.0,371293.0,4826809.0,13.0,-1.0,-1.9606728399089416E-15,1.0,3.921345679817883E-15,-1.0,8.328836195475178E-15,1.0,3250.0,1.05625E7,3.4328125E10,1.1156640625E14,3.6259082031250003E17,1.178420166015625E21,3250.0,1.0,2.0595111567319537E-13,1.0,4.1190223134639074E-13,1.0,6.178533470195861E-13,1.0,28.0,784.0,21952.0,614656.0,1.7210368E7,4.81890304E8,28.0,1.0,-3.429011037612589E-15,1.0,-6.858022075225178E-15,1.0,3.923821602364237E-15
1.0,16.0,4000.0,35.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.2246467991473532E-16,1.0,-2.4492935982947064E-16,-1.0,3.6739403974420594E-16,1.0,16.0,256.0,4096.0,65536.0,1048576.0,1.6777216E7,16.0,1.0,-1.959434878635765E-15,1.0,-3.91886975727153E-15,1.0,-5.878304635907295E-15,1.0,4000.0,1.6E7,6.4E10,2.56E14,1.024E18,4.096E21,4000.0,1.0,-1.2856665837102534E-12,1.0,-2.571333167420507E-12,1.0,-2.038010347584904E-12,1.0,35.0,1225.0,42875.0,1500625.0,5.2521875E7,1.838265625E9,35.0,-1.0,7.838977475816237E-15,1.0,-1.5677954951632475E-14,-1.0,-4.904777002955296E-15
2.0,20.0,5000.0,45.0,1,1.0,2.0,4.0,8.0,16.0,32.0,64.0,2.0,1.0,-2.4492935982947064E-16,1.0,-4.898587196589413E-16,1.0,-7.347880794884119E-16,1.0,20.0,400.0,8000.0,160000.0,3200000.0,6.4E7,20.0,1.0,-2.4492935982947065E-15,1.0,-4.898587196589413E-15,1.0,-2.1558735510086122E-14,1.0,5000.0,2.5E7,1.25E11,6.25E14,3.125E18,1.5625E22,5000.0,1.0,-2.428411769784245E-13,1.0,-4.85682353956849E-13,1.0,-7.285235309352735E-13,1.0,45.0,2025.0,91125.0,4100625.0,1.84528125E8,8.303765625E9,45.0,-1.0,1.9581969173625882E-15,1.0,-3.9163938347251765E-15,-1.0,3.4296300182491775E-14
1.0,24.0,6000.0,77.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.2246467991473532E-16,1.0,-2.4492935982947064E-16,-1.0,3.6739403974420594E-16,1.0,24.0,576.0,13824.0,331776.0,7962624.0,1.91102976E8,24.0,1.0,-2.9391523179536475E-15,1.0,-5.878304635907295E-15,1.0,-8.817456953860943E-15,1.0,6000.0,3.6E7,2.16E11,1.296E15,7.776E18,4.6656E22,6000.0,1.0,-1.019005173792452E-12,1.0,-2.038010347584904E-12,1.0,5.80963285714357E-13,1.0,77.0,5929.0,456533.0,3.5153041E7,2.706784157E9,2.08422380089E11,77.0,-1.0,5.877066674634119E-15,1.0,-1.1754133349268238E-14,-1.0,-1.0790509406501652E-14
4.0,4.0,1000.0,4.0,0,1.0,4.0,16.0,64.0,256.0,1024.0,4096.0,4.0,1.0,-4.898587196589413E-16,1.0,-9.797174393178826E-16,1.0,-1.4695761589768238E-15,1.0,4.0,16.0,64.0,256.0,1024.0,4096.0,4.0,1.0,-4.898587196589413E-16,1.0,-9.797174393178826E-16,1.0,-1.4695761589768238E-15,1.0,1000.0,1000000.0,1.0E9,1.0E12,1.0E15,1.0E18,1000.0,1.0,-3.2141664592756335E-13,1.0,-6.428332918551267E-13,1.0,-5.09502586896226E-13,1.0,4.0,16.0,64.0,256.0,1024.0,4096.0,4.0,1.0,-4.898587196589413E-16,1.0,-9.797174393178826E-16,1.0,-1.4695761589768238E-15
2.0,7.0,1750.0,14.0,1,1.0,2.0,4.0,8.0,16.0,32.0,64.0,2.0,1.0,-2.4492935982947064E-16,1.0,-4.898587196589413E-16,1.0,-7.347880794884119E-16,1.0,7.0,49.0,343.0,2401.0,16807.0,117649.0,7.0,-1.0,8.572527594031472E-16,1.0,-1.7145055188062944E-15,-1.0,-9.809554005910593E-16,1.0,1750.0,3062500.0,5.359375E9,9.37890625E12,1.64130859375E16,2.8722900390625E19,1750.0,1.0,-4.4879229265161987E-13,1.0,-8.975845853032397E-13,1.0,-1.3463768779548596E-12,1.0,14.0,196.0,2744.0,38416.0,537824.0,7529536.0,14.0,1.0,-1.7145055188062944E-15,1.0,-3.429011037612589E-15,1.0,1.9619108011821185E-15
1.0,12.0,3000.0,35.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.2246467991473532E-16,1.0,-2.4492935982947064E-16,-1.0,3.6739403974420594E-16,1.0,12.0,144.0,1728.0,20736.0,248832.0,2985984.0,12.0,1.0,-1.4695761589768238E-15,1.0,-2.9391523179536475E-15,1.0,-4.408728476930472E-15,1.0,3000.0,9000000.0,2.7E10,8.1E13,2.43E17,7.29E20,3000.0,1.0,-5.09502586896226E-13,1.0,-1.019005173792452E-12,1.0,2.904816428571785E-13,1.0,35.0,1225.0,42875.0,1500625.0,5.2521875E7,1.838265625E9,35.0,-1.0,7.838977475816237E-15,1.0,-1.5677954951632475E-14,-1.0,-4.904777002955296E-15
2.0,9.0,2250.0,22.0,1,1.0,2.0,4.0,8.0,16.0,32.0,64.0,2.0,1.0,-2.4492935982947064E-16,1.0,-4.898587196589413E-16,1.0,-7.347880794884119E-16,1.0,9.0,81.0,729.0,6561.0,59049.0,531441.0,9.0,-1.0,1.102182119232618E-15,1.0,-2.204364238465236E-15,-1.0,6.859260036498355E-15,1.0,2250.0,5062500.0,1.1390625E10,2.562890625E13,5.76650390625E16,1.29746337890625E20,2250.0,1.0,7.262041071429463E-14,1.0,1.4524082142858926E-13,1.0,-6.916334696300444E-13,1.0,22.0,484.0,10648.0,234256.0,5153632.0,1.13379904E8,22.0,1.0,-9.799650315725178E-15,1.0,-1.9599300631450357E-14,1.0,-9.772415167715292E-16
5.0,46.0,11500.0,98.0,1,1.0,5.0,25.0,125.0,625.0,3125.0,15625.0,5.0,-1.0,6.123233995736766E-16,1.0,-1.2246467991473533E-15,-1.0,5.3896838775215305E-15,1.0,46.0,2116.0,97336.0,4477456.0,2.05962976E8,9.474296896E9,46.0,1.0,-1.2738802633678827E-14,1.0,-2.5477605267357653E-14,1.0,-9.794698470632472E-15,1.0,11500.0,1.3225E8,1.520875E12,1.74900625E16,2.0113571875E20,2.313060765625E24,11500.0,1.0,1.6906105436796627E-13,1.0,3.3812210873593253E-13,1.0,-6.768774451079527E-12,1.0,98.0,9604.0,941192.0,9.2236816E7,9.039207968E9,8.85842380864E11,98.0,1.0,-3.331782070444707E-14,1.0,-6.663564140889414E-14,1.0,1.3733375608274829E-14
